,year,sentence
9495,1924,"Civic Com organized, G G Battle chosen chmn CIVIC COMMITTEE TO AID ST. JOHN'S; Officials of Organizations Will Help $12,000,000 Cathedral Fund as Individuals. BATTLE CHOSEN CHAIRMAN Each Member to Be Responsible for Recruiting Ten Workers for the General Canvass."
9496,1924,Red Bank GET THERE IS VICTOR.; Wins First Iceboat Race of Season on North Shrewsbury.
9497,1924,"Mme. Slavko Y. Grouitch, wife of the former Serbian Minister to the United States, who has been visiting friends in New York since her arrival from Europe, has gone to Washington.   SOCIAL NOTES"
9498,1924,Lr on closing Central Park to autos Closing Central Park to Autos.
9499,1924,"Herriot accepts Sen amendments HERRIOT TAKES DEFEAT OF HIS AMNESTY BILL; Yields When Senate Twice Refuses Pardon to 30,000 Deserters and Bars Rail Strikers."
9500,1924,Reports on conditions in bldg materials trade BIG MATERIAL CACHE FOR 1925 BUILDING; Distributers Make Ample Preparations for Taking Care of Vast Carry-Over.
9501,1924,"Marriage ROSIHA HOWl' D$ i GFRD B. HOPPIH; -'"":.C:'? -""""'.' ' ' '-':' ?"" .Thomass ' Unite Members i of 'OM {qew York Families."
9502,1924, TOPICS IN WALL STREET.; Swift Recovery in Stock Prices; Trading on More Active Scale.
9503,1924,"S O S halts broadcasting, name of vessel not learned COAST GUARDS SAVE CREW OF CAR FERRY; Shoot Life Line 1,300 Feet in Raging Blizzard to Rescue 35 Men at Grand Haven."
9504,1924,"Ococella, A, garage Decline to Discuss Cut in Wages."
9505,1924,Superior Council of Natl Defense is preparing scheme for mobilization of industrial resources in case of war STUDY RESOURCES FOR WAR.; French Preparing a Scheme of Industrial Mobilization.
9506,1924,"Will be first woman to direct inauguration of Gov in State WOMAN TO DIRECT SMITH INAUGURAL; Mrs. Knapp, as Secretary of State, Will Have Charge of the Ceremonies."
9507,1924,"Ed, Good faith and security GOOD FAITH AND SECURITY."
9508,1924,"Fight for repeal of publicity law, at Binghamton TO FIGHT ANTI-KLAN ACT.; Klansmen Start Movement to Repeal Publicity Law."
9509,1924,"STARING out into space with unwavering bronze eyes, with her bronze Greek face immobile and her bronze bow perpetually bent to unloose its shaft, Diana has stood poised atop the tower of Madison Squire Garden for more than thirty years.   DIANA'S THIRTY-YEAR REIGN SOON TO END; Goddess of Madison Square Garden, Criticized at First, Won New York's Heart"
9510,1924, Article 3 -- No Title
9511,1924,Por PLAY BY-PRODUCTS
9512,1924, Article 7 -- No Title
9513,1924,State Insane Hosp; 3 dead Three Insane Patients Die in Fire.
9514,1924,"Pendergast (Mrs), C, killed, 1 hurt when train hits auto WOMAN KILLED AT CROSSING; Another Seriously Hurt When Train Hits Auto in Maine."
9515,1924,"Busher and M Jurisko kuled, 3 hurt 2 KILLED, 3 INJURED WHEN AUTO UPSET; Two Young Women Caught Under Wreckage Die Instantly and One Is Fatally Hurt. CAR CRASHED INTO A TREE Driver, Cut and Bruised, Is in a Hospital, but Fifth Victim Was Able to Go Home."
9516,1924,L C Taylor of N Y Tin Plate and Steel Corp indicted in N Y C NAVY CONSTRUCTION MAY START IN JULY; Coolidge Asks for an Estimate as Basis of Appropriation for Next Fiscal Year.
9517,1924, THE BRONX MARKET.; Operators Purchase Ogden Avenue Business Property.
9518,1924,"Sp art on rule in Italy WHEN FLORENCE ELECTED SAVIOUR TO BE ITS KING; Letters on Palazzo Vecchio Remain From 1529, When People, Desperate From Misrule, Picked Prince of Peace ""to Rule Forever."""
9519,1924,C C N Y defeats Penn C.C.N.Y. CHESS TEAM BEATS PENNY BY 3-1; Gains Signal Victory in Intercollegiate League Play Without Losing a Game.
9520,1924,London Times comment Shadows of Past Week
9521,1924, LABOR IN AMERICA.
9522,1924," BERLIN STOCK MARKET PRICES CALLED HIGH; Average Now 7 Per Cent. Below Year Ago, but 8 3/4 Per Cent. Above July."
9523,1924,Decorated for service in Spanish-Amer War DECORATES HEROES OF WAR WITH SPAIN; Army Confers D.S.C. Upon Col. Miller and Three Negroes and Cites Gen. Wood for Gallantry.
9524,1924,Sen J Knight says majority of Repub Senators are pledged to make him floor leader KNIGHT SAYS HE WILL WIN.; Declares Majority of Republican Senators Pledged to Make Him Leader.
9525,1924,Lee Har and M Y Tong testify at trial on charge of murder of Foon DENY TONG FIGURED IN LAUNDRY MURDER; Chinese Accused of Slaying Fellow-Countrymen Plead Self-Defense. TRAGEDY LAID TO A DEBT Witness Says Quarrel Over Agreement to Sell Laundry Led to the Killing.
9526,1924,"LONDON, Dec. 28. -- Victoria's 6,000,000 4 3/4 per cent. loan, offered last week in the London market at 97 1/2, has gone badly. The securities were regarded as fully ""priced,"" and its issue in the slack business season also militated strongly against success. The hasty issue of the loan at this juncture has aroused considerable comment in the market, which suggests American bidding for the loan hastened its issue.   THINK WE MAY COMPETE IN LOANS TO COLONIES; London Aroused by Reports of Australian Negotiations -- Victoria Loan Goes Badly."
9527,1924,Resigns as Brazilian Minister of Finance Brazil's Finance Minister Resigns.
9528,1924,Sixty below Sixty Below in Nevada.
9529,1924,"Engages Lenox Hill Players, Inc CHURCH TO BACK DRAMA.; Community Congregation Engages Lenox Hill Players for a Year."
9530,1924,Internatl Paper Co may take over all assets of Riordon Co PLANS TAKING OVER ALL RIORDON MILLS; International Paper Company May Operate Four Canadian Plants.
9531,1924,"Alexander, H, divorced at White Plains HENRY ALEXANDER DIVORCED; Wife Gets Custody of Children and $35 a Week fop Life."
9532,1924,"Waldo L Stream (British schooner) grounded off Muskeget Is, Mass, crew saved LIQUOR SHIP CREW SAVED.; Wrecked Near New Bedford, Canadians Are Put Under Surveillance."
9533,1924, Second Child in Dr. Lee's Home.
9534,1924,"Sp art on profit-sharing and employe-management in industry SHARING THE PROFITS, RESPONSIBILITIES TOO; Industrial Workers Taking Part in Many Experiments to Bring Employer and Employed Together -- Trend Is Toward Cooperation in Management"
9535,1924,"Spanish press again hint at end of dictatorship and hunt for other leaders DIRECTORATE RULE NEARS END IN SPAIN; New Patriotic Party Is Being Organized to Take Over the Control of the Government. NEW LEADERS ARE SOUGHT Militarists Are Anxious to Retire, It Is Said, Because They Find Themselves Unqualified."
9536,1924,"Landowska (Mme) W, book, Music of the Past, review Mme. Landowska Invokes Old Music; Modern Composers Are Not Necessarily Superior to Bach and Mozart"
9537,1924,Travers Island season opens OGDEN IS HIGH GUN IN N.Y.A.C. SHOOT; Takes Scratch Honors at Travers Island Traps by Breaking 95 Targets.
9538,1924,"Sp art by A Yarmohisky LENINGRAD, THE CITY OF TWO DEAD MEN"
9539,1924,"PITTSBURGH, Dec. 28. -- Unlike the typical December in the steel trade, the steel mills have been maintaining practically full operation over the holidays. Christmas Day being invariably observed fully, ingot production was stopped for the day, but resumed Friday. A few rolling units remained idle for the balance of the week, being able to catch up with ingots next week.   DOUBT OVER PRICES AIDS STEEL ORDERS; Chance Is Given to Buy at Old Figures if Shipments Are at Mills' Convenience."
9540,1924,"Nov report, and earnings for first 11 mos of 1924 RAIL NET EARNINGS SHOW AN INCREASE; Gains Reported for November Over Year Ago, Although Gross Was Lower."
9541,1924,Randolph says group may be ready for unveiling in June STONE MOUNTAIN PROGRESS; Davis-Lee-Jackson Group May Be Ready to Unveil in June.
9542,1924,"McGraw denies report he will buy part of stock M'GRAW DENIES HE WILL LEAD BRAVES; ""Can't Imagine Anything More Unlikely,"" His Answer to Story in Boston Papers."
9543,1924,"MACBETH"" is not for the music halls. Robert B. Mantell and Genevieve Hamper as well as the Orpheum Circuit are satisfied after three experimental weeks that the murder scene from the Shakespearean tragedy has no welcome in vaudeville. It was thought that the combination of Mantell, Hamper and Shakespeare would work wonders at the box office, but the spell was weak.   IN VAUDEVILLE"
9544,1924,Following is the full text of Viscount Cecil's speech at the Woodrow Wilson Foundation dinner at the Hotel Astor last night:   Text of Viscount Cecil's League of Nations Speech
9545,1924,"Freund (Mrs), T, killed Article 10 -- No Title"
9546,1924,"E F McDonald Jr, and J M Arvey condemn suggestion of more radio control, suggestion for appt of Comm CLAIMS COMMISSION NEEDED TO CONTROL BROADCASTING; President of National Association of Broadcasters Suggests Body to Regulate All Methods of Communication -- Opposes Mr. Hoover's Recommendation."
9547,1924,"PARIS, Dec. 26. (Associated Pres). -The Allied Council of Ambassadors at its meeting here tomorrow is expected to confirm the decisions taken by the British and French Governments not to evacuate the Cologne bridgehead Jan. 10.   Different Views of Britain and France.; REPORT DISCOVERY OF GERMAN ARMS"
9548,1924,Dr H P Swift named to succeed Dr L E Coffer Article 1 -- No Title
9549,1924,Capt R A Bartlett will try to find end of Va's Endless Caverns TO ENTER ENDLESS CAVERNS; Arctic Explorers Will Try to Find Limit of Virginia Passage.
9550,1924,Germans demand details of report Berlin Asks Details of Charges.
9551,1924,Engaged to Caroline L Moore MISS MOORE ENGAGED.; Atlanta Girl to Wed Howard Van R. Townsend of New York.
9552,1924,"Engaged to E Bentinck, elder daughter of Lord C V Bentinck LORD BENTINCK'S DAUGHTER TO WED; Elizabeth Engaged to Roger Wethered, Famous English Amateur Golfer."
9553,1924,Shot dead SLAIN IN FRONT OF HOME.; Chicago Importer Shot as About to Take Wife and Daughter Out.
9554,1924,"Players Caveney, Bohne and Fonseca said to be on the market REDS MAY TRADE 3 INFIELD STARS; Caveney, Bohne end Fonseca Rumored to Be on Market in Deal With Braves or Phillies."
9555,1924,Lr by H Warwick on belief that shores of Prince Edward Is hold portion of treasure CAPTAIN KIDD'S TREASURE.
9556,1924,"Sp art, Radio floods the range RADIO FLOODS THE RANGE; And Maverick Tod Protests Over the Invasion of the Open Spaces and the Vast Silences"
9557,1924,Engaged to Mary P Heffelfinger MISS RIKER TO WED HERBERT & DUNCOMBE; Rumson Girl Engaged .to. New 'York' Lawyer -- Miss Ellen Evans Betrothed.
9558,1924, Rossi's Denial in Matteotti Case.
9559,1924,Hulbert and Riegelmann attend launching of boats named for them OFFICIALS LAUNCH 2 CITY FERRYBOATS; Hulbert and Riegelmann Attend Ceremonies for Vessels Named for Them.
9560,1924,Prince Regent guarded on way to open Diet Troops Guard Japan's Regent On His Way to Open the Diet
9561,1924,Ed on character of news TOPICS OF THE TIMES.
9562,1924,Travers Island season opens LOCATELLI IS VICTOR AT TRAVERS ISLAND; Defeats Wantling for Scratch Honors at N.Y.A.C. Traps After Four Shoot-Offs.
9563,1924,"That wonderful ecstatic laughter, tinkling and beautiful, just the laughter that Barrie loves to hear, greeted Herbert Brenon's picturized version of ""Peter Pan"" yesterday afternoon in the Rivoli. Again and again the silence of the audience was snapped by the ringing laugh of a single boy which was quickly followed by an outburst from dozens of others, some of whom shook in their seats in sheer Joy at what they saw upon the screen. It was laughter that reminded one of the days of long ago when one believed in a sort of Never Never Land, when the smiling sun on an early morning made one dance with joy over the dew-covered grass, when the fragrant Spring flowers sent a thrill through one's youthful soul, when one gazed at a real fish in a shallow rippling stream and expected to hook it with a bent pin, when one thought that after all it might be possible to fly.These jubilant outbursts from youthful throats even brought to mind some beautiful anthem one had heard the choir singing in a lofty cathedral. It was laughter that brought a tear of exuberant gladness to our eyes—laughter that makes grown-ups delighted to be alive.To our right was a mother reading the titles to her tiny son, who was so excited that he only rested against the edge of his seat for fear that the two women in front of him might lean their heads so that he might miss a fragment of the entertainment. He was enraptured, and evidently his mother ceased for a while to explain the captions, as she, too, was engrossed in the story. There were numerous Mr. and Mrs. Darlings in the theatre and often the alto laughter of the young was almost drowned by the merriment of rugged baritones mingled with the bell-toned sopranos. Anybody who had a boy or a girl, or both, was doubly entertained by this charming fantasy, especially when Peter Pan teaches Wendy, Michael and John Darling to fly. The joy of the boys and girls was boundless when John and Michael failed to soar through the air and plunged on their beds. Later the little ones were filled with awe when Michael, after concentrating with a frown on good thoughts, suddenly flew clean across the room and alighted on the mantelpiece.The young onlookers were ??? with amazement when Peter and the Darling children flew around and around the bedroom, and then out of the window on their way to the Never Never Land.To many of the boys and girls. Nana was a real dog, awkward but sympathetic and rather clever. They enjoyed seeing Nana give Michael his medicine and they were aghast when Mr. Darling in the most cowardly way poured his nasty medicine into the faithful Nana's bowl. And great was the chagrin in many youthful souls when Nana was taken outside in the cold.Obviously inspired by his discussions with Sir James Barrie, Mr. Brenon has fashioned a brilliant and entrancing production of this fantasy, one which is a great credit to the Famous Players-Lasky Corporation and also to the whole motion picture industry. It is not a movie, but a pictorial masterpiece which we venture to say will meet the approval of the author. While he has introduced some ideas which were not possible on the stage???, Mr. Brenon has not strayed from the theme of the whimsical story. In the Never Never Land mermaids are seen by the sun-lit sea and when the redoubtable Captain Hook has captured the children, these mermaids swim forth to find the crocodile that causes the pirate to quake with terror. The scene of the mermaids is effective and beautiful.Betty Bronson is a graceful, vivacious and alert Peter Pan. She is youth and joy, and one appreciates that she revels in the rôle. Her large eyes are wide with wonder when she first greets Wendy and she is lithe, erect and straight of limb when she fearlessly fights the horrible Captain Hook on his pirate craft. In most of the scenes her hair seems to have a natural boyish curl, but in one close-up, which might be eliminated, one was strongly reminded of a marcel wave. She is a Peter Pan to delight the children and entertain the adults.Captain Hook is impersonated by Ernest Torrence, who is as effective as he can be as a gruff pirate whose voice is not heard. However???, to make up for the loss of Hook's deep, challenging tones, the pirate has a real ship floating on glistening waters. The fight between the children and the pirates, a source of delight to the small boys, takes place aboard the ship that flies the skull and crossbones. In the film Captain Hook throws the alarm clock to the crocodile, so that he will ever be warned of its approach by the tick-tocking. The brave Peter of the picture relieves the crocodile of the clock so that it can steal upon the unsuspecting Hook and ""get the rest of him.""One sees Tinker Bell as a light and also as a tiny, tiny fairy, which is cleverly pictured through double exposure. Cyril Chadwick plays the part of Mr. Darling and, excent that he is too quick in his movements in his moments of irritation, he is quite good.There are some lines we would like to have seen in the captions, but most of the important phrases have been used. In some of the text the title writer has employed some combinations of words that are hardly Barriesque.Esther Ralston is comely as Mrs. Darling, whose mouth is ""full of thimbles."" Mary Brian makes a charming Wendy, and Philippe de Lacey and Jack Murphy are effective in their respective r???òles of Michael and John.George Ali figures under the covering of Nana, and he makes the ""dog"" give an admirable performance. The appealing look that comes to Nana's eyes, the ""nurse's"" devotion and bewilderment are quite fascinating.Dr. Hugo Riesenfeld has prefaced this production with a colorful prologue. The same picture is also on view at the Rialto. THE SCREEN; A Delightful Picture."
